,Team,Owner,HR,R,RBI,SB,OBP,OPS,SO,SV,HD,ERA,WHP,QS,Pts,Rank,league_id,league_name,team_id,HR_Points,R_Points,RBI_Points,SB_Points,OBP_Points,OPS_Points,SO_Points,SV_Points,HD_Points,ERA_Points,WHP_Points,QS_Points,Total_Points,Overall_Rank
213,Mad Max's Madness,Verarde,187,646,647,51,0.347,0.834,1085,60,40,4.23,1.27,57,,12,21595,D4 - Frank Robinson,124684,10.0,10.0,25.5,21.5,134.0,125.5,50.0,94.5,62.5,63.5,78.5,35.5,711.0,211.0
214,Expos,MikeO13,285,864,807,103,0.344,0.839,1337,90,36,4.02,1.21,92,,1,21596,D4 - Mark Mulder,124729,197.0,198.0,173.0,204.0,107.0,146.5,118.0,185.0,54.5,120.0,157.0,184.0,1844.0,40.0
215,Dahl Me Maybe,theillusionist,265,898,810,77,0.345,0.848,1190,59,55,3.99,1.23,82,,2,21596,D4 - Mark Mulder,125419,154.0,216.0,175.0,124.5,117.5,179.0,81.0,89.5,114.5,130.5,136.0,125.0,1642.5,67.5
216,Fargo Frostbite,HuskerVol716,240,846,782,101,0.349,0.826,1535,64,53,4.21,1.32,109,,3,21596,D4 - Mark Mulder,124661,90.0,174.0,138.5,200.5,152.0,103.5,195.0,107.0,107.5,72.0,22.5,224.0,1586.5,77.0
217,Terlets and Boilers,HRsOnly,244,716,735,113,0.357,0.859,1136,59,47,3.76,1.2,61,,4,21596,D4 - Mark Mulder,125371,102.0,44.0,79.5,213.5,205.0,204.0,69.0,89.5,79.5,183.5,169.0,48.5,1487.0,86.0
218,Miggy Mouse Club,Squinto,292,804,804,39,0.356,0.876,1281,68,50,4.44,1.27,73,,5,21596,D4 - Mark Mulder,124683,212.0,118.5,169.5,6.0,199.5,219.5,103.0,122.0,93.0,24.5,78.5,84.5,1430.5,99.0
219,Manatee Stingers,jimgriddy,252,798,829,82,0.339,0.818,1413,103,11,4.09,1.24,81,,6,21596,D4 - Mark Mulder,125353,126.5,109.5,189.0,141.5,65.5,73.5,154.0,209.5,19.5,102.5,122.0,120.5,1433.5,98.0
220,MadBum Men,fert360,226,758,694,66,0.346,0.821,1379,59,17,3.33,1.15,108,,7,21596,D4 - Mark Mulder,124680,66.0,72.5,46.0,73.5,125.0,84.5,138.5,89.5,24.5,225.0,214.5,222.5,1382.0,109.0
221,Mozambiques,Porkchop120,241,783,738,88,0.353,0.846,1090,39,17,3.86,1.23,83,,8,21596,D4 - Mark Mulder,124686,93.5,97.0,81.0,159.5,189.5,174.0,55.0,38.5,24.5,161.0,136.0,131.5,1341.0,117.0
222,Greinke's Haunted Mansion,mcombs,209,675,665,54,0.349,0.815,1060,93,53,4.05,1.2,40,,9,21596,D4 - Mark Mulder,124777,31.0,24.0,33.5,28.5,152.0,65.0,45.5,193.5,107.5,111.5,169.0,7.5,968.5,171.5
223,Fleer Ultra,MeesterHat,205,685,578,72,0.358,0.862,1050,72,39,4.2,1.26,55,,10,21596,D4 - Mark Mulder,124826,28.5,27.0,5.0,93.5,210.0,207.0,41.0,132.5,59.0,75.5,91.5,29.0,999.5,168.0
224,Himalaya Playas,zigzagmaru,242,845,831,84,0.333,0.799,1225,47,28,4.49,1.36,78,,10,21596,D4 - Mark Mulder,124675,96.0,172.0,192.0,145.0,22.0,30.0,88.0,53.5,38.0,20.0,6.0,106.0,968.5,171.5
225,Chad Hippos,Sir-tomba,198,704,665,57,0.334,0.789,1122,1,42,4.25,1.24,88,,12,21596,D4 - Mark Mulder,124677,20.0,39.0,33.5,38.0,29.0,17.5,64.0,1.5,71.0,56.5,122.0,163.0,655.0,218.0
