,Team,Owner,HR,R,RBI,SB,OBP,OPS,SO,SV,HD,ERA,WHP,QS,Pts,Rank,league_id,league_name,team_id,HR_Points,R_Points,RBI_Points,SB_Points,OBP_Points,OPS_Points,SO_Points,SV_Points,HD_Points,ERA_Points,WHP_Points,QS_Points,Total_Points,Overall_Rank
214,Expos,MikeO13,158,491,451,55,0.35,0.853,765,27,29,3.92,1.2,57,,1,21596,D4 - Mark Mulder,124729,187.0,176.0,141.5,174.0,166.5,199.5,109.5,60.0,108.0,138.0,162.5,197.0,1819.5,38.0
215,MadBum Men,fert360,155,509,468,45,0.347,0.831,793,45,8,3.48,1.16,64,,2,21596,D4 - Mark Mulder,124680,176.0,201.5,168.0,118.0,146.5,150.0,132.0,140.0,23.0,213.5,202.5,219.5,1890.5,25.0
216,Fargo Frostbite,HuskerVol716,156,478,474,56,0.353,0.834,848,42,34,4.39,1.32,52,,3,21596,D4 - Mark Mulder,124661,181.0,144.5,183.0,179.5,186.0,157.0,170.5,123.5,135.5,31.0,26.5,162.0,1680.0,65.0
217,Miggy Mouse Club,Squinto,167,466,453,25,0.358,0.884,753,48,34,4.22,1.23,41,,4,21596,D4 - Mark Mulder,124683,207.5,121.0,144.5,9.5,209.0,220.0,101.0,153.0,135.5,64.0,122.5,61.0,1548.5,87.5
218,Terlets and Boilers,HRsOnly,149,450,470,71,0.354,0.851,670,25,33,3.8,1.18,39,,5,21596,D4 - Mark Mulder,125371,151.5,88.0,174.5,217.0,193.5,193.5,58.0,48.5,128.5,168.5,187.5,53.5,1662.5,69.0
219,Dahl Me Maybe,theillusionist,148,521,470,42,0.342,0.831,704,33,20,4.13,1.26,50,,6,21596,D4 - Mark Mulder,125419,146.5,214.0,174.5,94.5,98.5,150.0,71.0,87.0,51.0,79.0,86.0,135.5,1387.5,110.0
220,Mozambiques,Porkchop120,130,453,421,48,0.343,0.809,697,19,9,3.47,1.2,56,,7,21596,D4 - Mark Mulder,124686,73.5,94.5,78.5,135.5,111.5,82.0,67.0,31.5,26.5,215.5,162.5,189.0,1267.5,127.0
221,Himalaya Playas,zigzagmaru,127,490,465,56,0.342,0.806,739,26,14,4.26,1.3,51,,8,21596,D4 - Mark Mulder,124675,58.0,173.5,165.0,179.5,98.5,71.0,95.0,54.5,40.0,50.0,42.0,148.5,1175.5,146.0
222,Manatee Stingers,jimgriddy,122,451,456,54,0.334,0.789,796,58,7,4.36,1.31,47,,9,21596,D4 - Mark Mulder,125353,41.0,90.0,148.5,169.0,37.5,36.5,134.0,194.5,19.0,34.0,33.0,108.5,1045.5,169.0
223,Fleer Ultra,MeesterHat,120,451,345,47,0.35,0.818,658,56,22,4.27,1.23,33,,10,21596,D4 - Mark Mulder,124826,34.5,90.0,6.0,128.0,166.5,113.0,52.0,186.5,60.5,48.0,122.5,23.5,1031.0,174.0
224,Greinke's Haunted Mansion,mcombs,110,366,352,32,0.341,0.779,681,53,33,3.91,1.18,28,,11,21596,D4 - Mark Mulder,124777,13.0,7.0,8.0,33.0,89.0,20.0,61.0,175.5,128.5,142.0,187.5,13.0,877.5,195.0
225,Chad Hippos,Sir-tomba,112,412,388,29,0.341,0.797,667,0,24,4.26,1.26,49,,12,21596,D4 - Mark Mulder,124677,17.5,32.5,38.0,16.0,89.0,48.0,56.5,1.0,73.5,50.0,86.0,122.5,630.5,217.0
